time,active_elements,nozzle_x,nozzle_z,layer,progress
0.10000000000000007,34,17.00000000000001,0.0,0,0.0072875361697567415
0.20000000000000015,60,29.75,0.048571428571428835,0,0.014575072339513483
0.3000000000000002,68,25.999999999999968,0.2,1,0.021862608509270222
0.4000000000000003,102,8.999999999999952,0.2,1,0.029150144679026966
0.5000000000000003,120,0.25,0.29428571428571487,1,0.0364376808487837
0.6000000000000004,136,8.000000000000057,0.4,2,0.043725217018540444
0.7000000000000005,170,25.000000000000075,0.4,2,0.05101275318829719
0.8000000000000006,180,29.75,0.5400000000000011,2,0.05830028935805393
0.9000000000000007,204,17.999999999999886,0.6000000000000001,3,0.06558782552781067
1.0010000000000006,238,0.8299999999999048,0.6000000000000001,3,0.07294823705926497
1.1019999999999894,240,0.25,0.7895999999999794,3,0.08030864859071846
1.2029999999999783,273,16.509999999996285,0.8,4,0.08766906012217195
1.3039999999999672,300,29.75,0.8449142857142218,4,0.09502947165362545
1.404999999999956,308,26.150000000007488,1.0,5,0.10238988318507894
1.505999999999945,342,8.980000000009394,1.0,5,0.10975029471653243
1.6069999999999338,360,0.25,1.0964571428570138,5,0.11711070624798592
1.7079999999999227,377,8.359999999986794,1.2000000000000002,6,0.12447111777943942
1.8089999999999116,411,25.529999999984927,1.2000000000000002,6,0.1318315293108929
1.9099999999999004,420,29.75,1.3479999999998058,6,0.1391919408423464
2.0109999999998895,446,17.130000000018846,1.4000000000000001,7,0.1465523523737999
2.1119999999998784,480,0.25,1.4033142857140486,7,0.1539127639052534
2.2129999999998673,480,0.25,1.5995428571425983,7,0.16127317543670688
2.313999999999856,515,17.379999999975436,1.6,8,0.1686335869681604
2.414999999999845,540,29.75,1.654857142856841,8,0.1759939984996139
2.515999999999834,549,25.2800000000283,1.8,9,0.18335441003106737
2.616999999999823,584,8.110000000030205,1.8,9,0.19071482156252087
2.7179999999998117,600,0.25,1.9063999999996335,9,0.19807523309397435
2.8189999999998006,618,9.22999999996606,2.0,10,0.20543564462542785
2.9199999999997894,653,26.399999999964155,2.0,10,0.21279605615688135
3.0209999999997783,660,29.75,2.157942857142426,10,0.22015646768833483
3.121999999999767,687,16.260000000039657,2.2,11,0.22751687921978833
3.222999999999756,720,0.25,2.2132571428566687,11,0.23487729075124184
3.323999999999745,722,1.0799999999566083,2.4000000000000004,12,0.2422377022826953
3.424999999999734,756,18.249999999954703,2.4000000000000004,12,0.24959811381414881
3.5259999999997227,780,29.75,2.464799999999461,12,0.2569585253456023
3.6269999999997116,791,24.41000000004903,2.6,13,0.26431893687705577
3.7279999999997004,826,7.240000000050938,2.6,13,0.27167934840850927
3.8289999999996893,840,0.25,2.7163428571422537,13,0.2790397599399628
3.929999999999678,860,10.099999999945327,2.8000000000000003,14,0.2864001714714163
4.0299999999996805,894,27.099999999945627,2.8000000000000003,14,0.2936877076411732
4.129999999999714,900,29.75,2.9639999999994444,14,0.3009752438109323
